caderno_numero,tec_id,banca,concurso,ano,gabarito,enunciado_resumo,status_comparacao,questao_existente_id,unidade,artigos,uso_pedagogico,confianca,motivo,arquivo_origem,pagina
169,3743053,OBJETIVA CONCURSOS,ACS (Pref Francisco Alves)/Pref Francisco Alves,2025,C,"Sob a perspectiva da Lei nº 11.340/2006 − Lei Maria da Penha, são consideradas formas de violência doméstica e familiar contra a mulher: I. Patrimonia…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,35
170,3742586,FEPESE,Ass Soc (Pref Cunha Porã)/Pref Cunha Porã/Políticas Públicas,2025,E,"Durante atendimento social, uma mulher relata que seu companheiro a impede de trabalhar, controla seu dinheiro, retém seus documentos pessoais e destr…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,35
171,3721393,FUNDATEC,Eletro (3 de Maio)/Pref Três de Maio,2025,B,"Maria é casada com João, que é um homem muito ciumento. João fiscaliza as ações de Maria, não a deixa sair com as amigas quando ele não está junto e e…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,35
172,3721268,FUNDATEC,Aux EI (Pref Três de Maio)/Pref Três de Maio,2025,D,"Relacione a Coluna 1 à Coluna 2, considerando as disposições constantes da Lei Maria da Penha sobre as formas de violência contra a mulher e associand…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,35
173,3715907,EDUCA PB,Psic (Pref SJ Rio do Peixe)/Pref SJ Rio do Peixe,2025,C,"Segundo o disposto no Art. 5º da Lei Maria da Penha (Lei nº 11.340/2006), a violência doméstica e familiar contra a mulher pode ocorrer em diferentes …",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,36
174,3715573,OBJETIVA CONCURSOS,Enf (Pref SJ Ouro)/Pref SJ do Ouro,2025,D,"São formas de violência doméstica e familiar contra a mulher, segundo a Lei nº 11.340/2006 — Lei Maria da Penha: I. Psicológica. II. Patrimonial. III.…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,36
175,3711497,AMEOSC,Psic (Pref S M do Oeste)/Pref S M do Oeste,2025,D,"A Lei Maria da Penha (Lei nº 11.340/2006) é um marco na legislação brasileira de proteção aos direitos humanos das mulheres, criando mecanismos para c…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,36
176,3709866,CONSULPLAN,Estag (TJ MG)/TJ MG/Direito,2025,D,"Ana sofreu violência psicológica praticada por seu ex-namorado. No processo, a defesa alega que a Lei Maria da Penha não se aplicaria ao caso, pois nã…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,36
177,3709704,FUNDATEC,Prof (Pref Xangri-lá)/Pref Xangri-lá/Artes,2025,C,"A Lei Maria da Penha estabelece medidas para coibir a violência doméstica e familiar contra a mulher. Com base na referida Lei, assinale a alternativa…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,37
178,3708369,FUNDATEC,Ori Edu (Pref Xangri-lá)/Pref Xangri-lá/II,2025,A,"Em um desentendimento familiar, Silvia agrediu sua cunhada, Maiara. Assustada com a situação, Maiara procurou a Delegacia da Mulher e perguntou à dele…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,37
179,3703829,FAFIPA,Adv (CM Candói)/CM Candói,2025,C,"Em uma audiência no Juizado de Violência Doméstica e Familiar contra a Mulher, Marta, 45 anos, professora universitária, relatou que, após o fim de um…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,37
180,3702820,FUNDATEC,Ag (Pref Xangri-lá)/Pref Xangri-lá/Cadastro Imobiliário,2025,D,Em qual das situações abaixo as previsões da Lei Maria da Penha NÃO poderiam ser aplicadas?,PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,37
181,3695694,CONSULPLAN,Cuid Soc (Pref Indaiatuba)/Pref Indaiatuba,2025,C,"Considere o caso hipotético, à luz do Estatuto da Pessoa Idosa, Lei Maria da Penha, Estatuto da Criança e Adolescente (ECA) e Sistema Nacional de Aten…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,37
182,3689397,NUCEPE UESPI,Tec NS (SEDUC PI)/SEDUC PI/Assistente Social/Atendimento Especializado,2025,E,"A lei 11.340/2006 configura violência doméstica e familiar contra a mulher qualquer ação ou omissão baseada no gênero que lhe cause morte, lesão, sofr…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,38
183,3688456,FUNDATEC,Prof (Pref Montenegro)/Pref Montenegro/Área II/Artes Visuais,2025,A,"Com base na Lei Maria da Penha, instituída pela Lei nº 11.340/2006, analise as assertivas abaixo e assinale a alternativa correta. I. Configura violên…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,38
184,3676352,SELECON,Tec NS (Pref Cuiabá)/Pref Cuiabá/Assistente Social,2025,D,"A Lei Maria da Penha cria mecanismos para coibir a violência doméstica e familiar contra a mulher. Nessa Lei, é considerada violência moral contra a m…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,38
185,3675822,FUNDATEC,ASoc (Estância V)/Pref Estância Velha,2025,C,"De acordo com a Lei Maria da Penha, são formas de violência contra a mulher: I. Moral e sexual. II. Documental e racial. III. Patrimonial e física. IV…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,38
186,3675621,CONSULPLAN,ASA (Indaiatuba)/Pref Indaiatuba,2025,D,"No dia 07 de agosto de 2025, a Lei Maria da Penha (Lei nº 11.340/2006) completou 19 anos, sendo considerada um dos maiores marcos de conquista históri…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,39
187,3675500,FUNDATEC,Ag (Estância V)/Pref Estância Velha/Operacional,2025,D,"Arlene se desentendeu com seu marido Ricardo e estava arrumando suas coisas para sair de casa. Ricardo, quando descobriu, resolveu pegar todo o dinhei…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,39
188,3675377,FUNDATEC,Ag (Estância V)/Pref Estância Velha/Administrativo,2025,D,"A Lei Maria da Penha visa prevenir, coibir e punir a violência doméstica e familiar contra a mulher em todo território nacional. Com base nessa Lei, a…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,39
189,3659535,AMAUC,ASoc (AMAUC)/AMAUC,2025,E,"A Lei Maria da Penha define, em seu Art. 7º, as formas de violência doméstica e familiar contra a mulher. Um assistente social, ao realizar um atendim…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,39
190,3657266,FGV,Ana Gest (AgSUS)/AgSUS/Psicologia,2025,A,"Inconformado com o fim do relacionamento amoroso, Hugo passou a perseguir Laura, vigiando-a na chegada e na saída da empresa em que trabalha. Um dia H…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,40
191,3655644,DECORP,ASoc (Pref Mal Thaumaturgo)/Pref Mal Thaumaturgo,2025,A,Considere as afirmações a respeito da Lei Maria da Penha (Lei n.º 11.340/2006) no contexto da política social brasileira: I. Criou mecanismos de prote…,PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,40
192,3655033,CPCON UEPB,Ass Soc (Pref R Sto Antônio)/Pref R Sto Antônio,2025,C,"“A violência de gênero é um fenômeno estrutural que perpassa as relações sociais e familiares” (Saffioti, 2004, p. 68), exigindo respostas interdiscip…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade. ATENCAO: enunciado e alternativas identicos ao(s) caderno(s) 193 (mesma banca CPCON UEPB, concursos municipais distintos, mesmo gabarito) -- duplicata interna a resolver na fase de deduplicacao.",Caderno Lei Maria da Penha - 1 ao 200.pdf,40
193,3653091,CPCON UEPB,Ass Soc (Pref São Bentinho)/Pref São Bentinho,2025,C,"“A violência de gênero é um fenômeno estrutural que perpassa as relações sociais e familiares” (Saffioti, 2004, p. 68), exigindo respostas interdiscip…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade. ATENCAO: enunciado e alternativas identicos ao(s) caderno(s) 192 (mesma banca CPCON UEPB, concursos municipais distintos, mesmo gabarito) -- duplicata interna a resolver na fase de deduplicacao.",Caderno Lei Maria da Penha - 1 ao 200.pdf,40
194,3651424,AMEOSC,ASoc (Pref Guarujá do Sul)/Pref Guarujá do Sul,2025,B,"A Lei Maria da Penha define cinco modalidades de violência contra a mulher: física, sexual, psicológica, patrimonial e moral. Compreender essas catego…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,41
195,3644085,Instituto ACCESS,FVS (Pref Estrela Dalva)/Pref Estrela Dalva,2025,C,"A violência contra a mulher é um grave problema social no Brasil, que envolve diferentes formas de agressão física, psicológica, sexual, patrimonial e…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,41
196,3642869,ISET,Ass Soc (Pref Conc do Coité)/Pref Conc do Coité,2025,B,"A Lei nº 11.340/2006, conhecida como Lei Maria da Penha, representa um marco legal no enfrentamento da violência contra a mulher no Brasil. Sobre seus…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,41
197,3640962,OBJETIVA CONCURSOS,Ass Soc (Pref Harmonia)/Pref Harmonia,2025,B,"No âmbito da Lei nº 11.340/2006 — Lei Maria da Penha, assinalar a alternativa que configura violência sexual.",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,41
198,3634736,PRH-UEM,Ag Uni Pro (UEM)/UEM/Assistente Social,2025,E,"Quanto às formas de violência doméstica e familiar contra a mulher de acordo com a Lei n.º 11.340/2006 (Lei Maria da Penha), assinale a alternativa in…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,41
199,3634734,PRH-UEM,Ag Uni Pro (UEM)/UEM/Assistente Social,2025,A,A violência contra a mulher é desafio cotidiano enfrentado na sociedade. A respeito da definição de violência doméstica e familiar contra a mulher con…,PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,42
200,3633911,FUNDATEC,ANT (PROCERGS)/PROCERGS/Engenheiro de Segurança do Trabalho,2025,D,"Segundo a Lei Maria da Penha, entre as formas de violência doméstica e familiar contra a mulher, está a violência psicológica, entendida como qualquer…",PENDENTE_COMPARACAO_SUPABASE,,U1,5º a 7º da Lei nº 11.340/2006,BANCO_GERAL_MISSAO_FINAL,baixa,"Classificacao heuristica a partir do cabecalho de classificacao do TEC (arts. 5º a 7º da Lei nº 11.340/2006), integralmente dentro do intervalo de U1 (arts. 1o-7o). Nao lida individualmente nesta fase. Recomenda-se leitura dedicada antes de usar como pratica de unidade.",Caderno Lei Maria da Penha - 1 ao 200.pdf,42
